index,input,output
993,-0.0357596,-0.136376
994,-0.0345871,-0.13191
995,-0.0334148,-0.127445
996,-0.0322423,-0.122979
997,-0.0310699,-0.118512
998,-0.0298973,-0.114045
999,-0.0287249,-0.109578
1000,-0.0275526,-0.10511
1001,-0.0263801,-0.100642
1002,-0.0252076,-0.0961733
1003,-0.0240351,-0.0917039
1004,-0.0228627,-0.0872345
1005,-0.0216904,-0.0827653
1006,-0.0205178,-0.0782946
1007,-0.0193454,-0.0738241
1008,-0.0181729,-0.0693526
1009,-0.0170004,-0.0648813
1010,-0.0158281,-0.06041
1011,-0.0146556,-0.0559373
1012,-0.0134832,-0.0514647
1013,-0.0123106,-0.0469913
1014,-0.0111382,-0.0425179
1015,-0.0099659,-0.0380445
1016,-0.00879335,-0.0335699
1017,-0.00762093,-0.0290953
1018,-0.00644839,-0.0246198
1019,-0.00527596,-0.0201444
1020,-0.00410366,-0.0156691
1021,-0.00293112,-0.0111925
1022,-0.00175869,-0.00671586
1023,-0.000586152,-0.00223842
1024,0.000586271,0.00223897
1025,0.00175858,0.0067163
1026,0.00293112,0.0111949
1027,0.00410354,0.0156735
1028,0.00527608,0.0201529
1029,0.00644851,0.0246323
1030,0.00762081,0.0291116
1031,0.00879335,0.0335922
1032,0.00996578,0.0380727
1033,0.0111383,0.0425541
1034,0.0123107,0.0470354
1035,0.013483,0.0515167
1036,0.0146556,0.0559992
1037,0.015828,0.0604817
1038,0.0170006,0.064965
1039,0.018173,0.0694483
1040,0.0193453,0.0739315
1041,0.0205178,0.0784159
1042,0.0216902,0.0829004
1043,0.0228628,0.0873856
1044,0.0240352,0.0918708
1045,0.0252075,0.0963559
1046,0.0263801,0.100842
1047,0.0275525,0.105329
1048,0.028725,0.109816
1049,0.0298975,0.114303
1050,0.0310698,0.11879
1051,0.0322423,0.123278
1052,0.0334147,0.127766
1053,0.0345873,0.132256
1054,0.0357597,0.136745
1055,0.036932,0.141233
1056,0.0381045,0.145724
1057,0.039277,0.150214
1058,0.0404495,0.154705
1059,0.0416219,0.159196
1060,0.0427942,0.163686
1061,0.0439668,0.168178
1062,0.0451392,0.17267
1063,0.0463117,0.177163
1064,0.0474842,0.181656
1065,0.0486565,0.186149
1066,0.049829,0.190643
1067,0.0510014,0.195137
1068,0.052174,0.199631
1069,0.0533464,0.204126
1070,0.0545188,0.208621
1071,0.0556912,0.213116
1072,0.0568637,0.217612
1073,0.0580362,0.222108
1074,0.0592086,0.226605
1075,0.0603811,0.231102
1076,0.0615535,0.235599
1077,0.0627259,0.240096
1078,0.0638984,0.244595
1079,0.0650709,0.249093
1080,0.0662433,0.253591
1081,0.0674157,0.25809
1082,0.0685881,0.26259
1083,0.0697607,0.26709
1084,0.0709331,0.27159
1085,0.0721055,0.27609
1086,0.073278,0.280591
1087,0.0744504,0.285092
1088,0.0756229,0.289594
1089,0.0767953,0.294096
1090,0.0779678,0.298598
1091,0.0791402,0.303101
1092,0.0803126,0.307604
1093,0.0814852,0.312108
1094,0.0826576,0.316611
1095,0.08383,0.321115
1096,0.0850024,0.32562
1097,0.0861748,0.330124
1098,0.0873474,0.33463
1099,0.0885198,0.339135
1100,0.0896922,0.343641
1101,0.0908647,0.348147
1102,0.0920371,0.352654
1103,0.0932096,0.357161
1104,0.094382,0.361668
1105,0.0955545,0.366176
1106,0.0967269,0.370683
1107,0.0978993,0.375192
1108,0.0990719,0.379701
1109,0.100244,0.38421
1110,0.101417,0.388719
1111,0.102589,0.393228
1112,0.103762,0.397738
1113,0.104934,0.402249
1114,0.106107,0.40676
1115,0.107279,0.411271
1116,0.108451,0.415782
1117,0.109624,0.420294
1118,0.110796,0.424806
1119,0.111969,0.429318
1120,0.113141,0.433831
1121,0.114314,0.438344
1122,0.115486,0.442858
1123,0.116659,0.447372
1124,0.117831,0.451886
1125,0.119003,0.4564
1126,0.120176,0.460915
1127,0.121348,0.46543
1128,0.122521,0.469946
1129,0.123693,0.474461
1130,0.124866,0.478977
1131,0.126038,0.482968
1132,0.12721,0.482987
1133,0.128383,0.483006
1134,0.129555,0.483025
1135,0.130728,0.483044
1136,0.1319,0.483063
1137,0.133073,0.483082
1138,0.134245,0.483101
1139,0.135418,0.483119
1140,0.13659,0.483138
1141,0.137763,0.483157
1142,0.138935,0.483176
1143,0.140108,0.483195
1144,0.14128,0.483213
1145,0.142452,0.483232
1146,0.143625,0.483251
1147,0.144797,0.483269
1148,0.14597,0.483288
1149,0.147142,0.483307
1150,0.148315,0.483325
1151,0.149487,0.483344
1152,0.150659,0.483362
1153,0.151832,0.483381
1154,0.153004,0.4834
1155,0.154177,0.483418
1156,0.155349,0.483437
1157,0.156522,0.483455
1158,0.157694,0.483473
1159,0.158867,0.483492
1160,0.160039,0.48351
1161,0.161212,0.483529
1162,0.162384,0.483547
1163,0.163556,0.483565
1164,0.164729,0.483584
1165,0.165901,0.483602
1166,0.167074,0.48362
1167,0.168246,0.483639
1168,0.169419,0.483657
1169,0.170591,0.483675
1170,0.171764,0.483694
1171,0.172936,0.483712
1172,0.174108,0.48373
1173,0.175281,0.483748
1174,0.176453,0.483766
1175,0.177626,0.483784
1176,0.178798,0.483802
1177,0.179971,0.483821
1178,0.181143,0.483839
1179,0.182316,0.483857
1180,0.183488,0.483875
1181,0.184661,0.483893
1182,0.185833,0.483911
1183,0.187005,0.483929
1184,0.188178,0.483947
1185,0.18935,0.483965
1186,0.190523,0.483983
1187,0.191695,0.484001
1188,0.192868,0.484018
1189,0.19404,0.484036
1190,0.195212,0.484054
1191,0.196385,0.484072
1192,0.197557,0.48409
1193,0.19873,0.484108
1194,0.199902,0.484125
1195,0.201075,0.484143
1196,0.202247,0.484161
1197,0.20342,0.484179
1198,0.204592,0.484196
1199,0.205765,0.484214
1200,0.206937,0.484232
1201,0.208109,0.484249
1202,0.209282,0.484267
1203,0.210454,0.484285
1204,0.211627,0.484302
1205,0.212799,0.48432
1206,0.213972,0.484337
1207,0.215144,0.484355
1208,0.216317,0.484372
1209,0.217489,0.48439
1210,0.218661,0.484407
1211,0.219834,0.484425
1212,0.221006,0.484442
1213,0.222179,0.48446
1214,0.223351,0.484477
1215,0.224524,0.484495
1216,0.225696,0.484512
1217,0.226869,0.484529
1218,0.228041,0.484547
1219,0.229213,0.484564
1220,0.230386,0.484581
1221,0.231558,0.484599
1222,0.232731,0.484616
1223,0.233903,0.484633
1224,0.235076,0.48465
1225,0.236248,0.484668
1226,0.237421,0.484685
1227,0.238593,0.484702
1228,0.239766,0.484719
1229,0.240938,0.484736
1230,0.24211,0.484753
1231,0.243283,0.484771
1232,0.244455,0.484788
1233,0.245628,0.484805
1234,0.2468,0.484822
1235,0.247973,0.484839
1236,0.249145,0.484856
1237,0.250318,0.484873
1238,0.25149,0.48489
1239,0.252662,0.484907
1240,0.253835,0.484924
1241,0.255007,0.484941
1242,0.25618,0.484958
1243,0.257352,0.484974
1244,0.258525,0.484991
1245,0.259697,0.485008
1246,0.26087,0.485025
1247,0.262042,0.485042
1248,0.263214,0.485059
1249,0.264387,0.485075
1250,0.265559,0.485092
1251,0.266732,0.485109
1252,0.267904,0.485126
1253,0.269077,0.485142
1254,0.270249,0.485159
1255,0.271422,0.485176
1256,0.272594,0.485193
1257,0.273767,0.485209
1258,0.274939,0.485226
1259,0.276111,0.485242
1260,0.277284,0.485259
1261,0.278456,0.485276
1262,0.279629,0.485292
1263,0.280801,0.485309
1264,0.281974,0.485325
1265,0.283146,0.485342
1266,0.284319,0.485358
1267,0.285491,0.485375
1268,0.286663,0.485391
1269,0.287836,0.485408
1270,0.289008,0.485424
1271,0.290181,0.485441
1272,0.291353,0.485457
1273,0.292526,0.485473
1274,0.293698,0.48549
1275,0.29487,0.485506
1276,0.296043,0.485522
1277,0.297215,0.485539
1278,0.298388,0.485555
1279,0.29956,0.485571
1280,0.300733,0.485587
1281,0.301905,0.485604
1282,0.303078,0.48562
1283,0.30425,0.485636
1284,0.305423,0.485652
1285,0.306595,0.485669
1286,0.307768,0.485685
1287,0.30894,0.485701
1288,0.310112,0.485717
1289,0.311285,0.485733
1290,0.312457,0.485749
1291,0.31363,0.485765
1292,0.314802,0.485781
1293,0.315975,0.485797
1294,0.317147,0.485813
1295,0.31832,0.485829
1296,0.319492,0.485845
1297,0.320664,0.485861
1298,0.321837,0.485877
1299,0.323009,0.485893
1300,0.324182,0.485909
1301,0.325354,0.485925
1302,0.326527,0.485941
1303,0.327699,0.485957
1304,0.328871,0.485973
1305,0.330044,0.485988
1306,0.331216,0.486004
1307,0.332389,0.48602
1308,0.333561,0.486036
1309,0.334734,0.486052
1310,0.335906,0.486067
1311,0.337079,0.486083
1312,0.338251,0.486099
1313,0.339424,0.486115
1314,0.340596,0.48613
1315,0.341769,0.486146
1316,0.342941,0.486162
1317,0.344113,0.486177
1318,0.345286,0.486193
1319,0.346458,0.486209
1320,0.347631,0.486224
1321,0.348803,0.48624
1322,0.349976,0.486255
1323,0.351148,0.486271
1324,0.35232,0.486286
1325,0.353493,0.486302
1326,0.354665,0.486317
1327,0.355838,0.486333
1328,0.35701,0.486348
1329,0.358183,0.486364
1330,0.359355,0.486379
1331,0.360528,0.486395
1332,0.3617,0.48641
1333,0.362873,0.486425
1334,0.364045,0.486441
1335,0.365217,0.486456
1336,0.36639,0.486471
1337,0.367562,0.486487
1338,0.368735,0.486502
1339,0.369907,0.486517
1340,0.37108,0.486533
1341,0.372252,0.486548
1342,0.373425,0.486563
1343,0.374597,0.486578
1344,0.375769,0.486594
1345,0.376942,0.486609
1346,0.378114,0.486624
1347,0.379287,0.486639
1348,0.380459,0.486654
1349,0.381632,0.486669
1350,0.382804,0.486684
1351,0.383977,0.4867
1352,0.385149,0.486715
1353,0.386322,0.48673
1354,0.387494,0.486745
1355,0.388666,0.48676
1356,0.389839,0.486775
1357,0.391011,0.48679
1358,0.392184,0.486805
1359,0.393356,0.48682
1360,0.394529,0.486835
1361,0.395701,0.48685
1362,0.396873,0.486865
1363,0.398046,0.48688
1364,0.399218,0.486894
1365,0.400391,0.486909
1366,0.401563,0.486924
1367,0.402736,0.486939
1368,0.403908,0.486954
1369,0.405081,0.486969
1370,0.406253,0.486983
1371,0.407426,0.486998
1372,0.408598,0.487013
1373,0.40977,0.487028
1374,0.410943,0.487043
1375,0.412115,0.487057
1376,0.413288,0.487072
1377,0.41446,0.487087
1378,0.415633,0.487101
1379,0.416805,0.487116
1380,0.417978,0.487131
1381,0.41915,0.487145
1382,0.420322,0.48716
1383,0.421495,0.487175
1384,0.422667,0.487189
1385,0.42384,0.487204
1386,0.425012,0.487218
1387,0.426185,0.487233
1388,0.427357,0.487247
1389,0.42853,0.487262
1390,0.429702,0.487276
1391,0.430874,0.487291
1392,0.432047,0.487305
1393,0.433219,0.48732
1394,0.434392,0.487334
1395,0.435564,0.487349
1396,0.436737,0.487363
1397,0.437909,0.487377
1398,0.439082,0.487392
1399,0.440254,0.487406
1400,0.441427,0.48742
1401,0.442599,0.487435
1402,0.443771,0.487449
1403,0.444944,0.487463
1404,0.446116,0.487478
1405,0.447289,0.487492
1406,0.448461,0.487506
1407,0.449634,0.48752
1408,0.450806,0.487535
1409,0.451979,0.487549
1410,0.453151,0.487563
1411,0.454323,0.487577
1412,0.455496,0.487591
1413,0.456668,0.487606
1414,0.457841,0.48762
1415,0.459013,0.487634
1416,0.460186,0.487648
1417,0.461358,0.487662
1418,0.462531,0.487676
1419,0.463703,0.48769
1420,0.464875,0.487704
1421,0.466048,0.487718
1422,0.46722,0.487732
1423,0.468393,0.487746
1424,0.469565,0.48776
1425,0.470738,0.487774
1426,0.47191,0.487788
1427,0.473083,0.487802
1428,0.474255,0.487816
1429,0.475428,0.48783
1430,0.4766,0.487844
1431,0.477772,0.487858
1432,0.478945,0.487872
1433,0.480117,0.487886
1434,0.48129,0.487899
1435,0.482462,0.487913
1436,0.483635,0.487927
1437,0.484807,0.487941
1438,0.48598,0.487955
1439,0.487152,0.487968
1440,0.488324,0.487982
1441,0.489497,0.487996
1442,0.490669,0.48801
1443,0.491842,0.488023
1444,0.493014,0.488037
1445,0.494187,0.488051
1446,0.495359,0.488064
1447,0.496531,0.488078
1448,0.497704,0.488092
1449,0.498876,0.488105
1450,0.500049,0.488119
1451,0.501221,0.488133
1452,0.502394,0.488146
1453,0.503566,0.48816
1454,0.504739,0.488173
1455,0.505911,0.488187
1456,0.507084,0.4882
1457,0.508256,0.488214
1458,0.509429,0.488228
1459,0.510601,0.488241
1460,0.511773,0.488254
1461,0.512946,0.488268
1462,0.514118,0.488281
1463,0.515291,0.488295
1464,0.516463,0.488308
1465,0.517636,0.488322
1466,0.518808,0.488335
1467,0.51998,0.488348
1468,0.521153,0.488362
1469,0.522325,0.488375
1470,0.523498,0.488389
1471,0.52467,0.488402
1472,0.525843,0.488415
1473,0.527015,0.488428
1474,0.528188,0.488442
1475,0.52936,0.488455
1476,0.530532,0.488468
1477,0.531705,0.488481
1478,0.532877,0.488495
1479,0.53405,0.488508
1480,0.535222,0.488521
1481,0.536395,0.488534
1482,0.537567,0.488547
1483,0.53874,0.488561
1484,0.539912,0.488574
1485,0.541085,0.488587
1486,0.542257,0.4886
1487,0.543429,0.488613
1488,0.544602,0.488626
1489,0.545774,0.488639
1490,0.546947,0.488652
1491,0.548119,0.488665
1492,0.549292,0.488678
1493,0.550464,0.488691
1494,0.551637,0.488705
1495,0.552809,0.488717
1496,0.553981,0.48873
1497,0.555154,0.488743
1498,0.556326,0.488756
1499,0.557499,0.488769
1500,0.558671,0.488782
1501,0.559844,0.488795
1502,0.561016,0.488808
1503,0.562189,0.488821
1504,0.563361,0.488834
1505,0.564534,0.488847
1506,0.565706,0.48886
1507,0.566878,0.488872
1508,0.568051,0.488885
1509,0.569223,0.488898
1510,0.570396,0.488911
1511,0.571568,0.488924
1512,0.572741,0.488936
1513,0.573913,0.488949
1514,0.575086,0.488962
1515,0.576258,0.488975
1516,0.57743,0.488987
1517,0.578603,0.489
1518,0.579775,0.489013
1519,0.580948,0.489025
1520,0.58212,0.489038
1521,0.583293,0.489051
1522,0.584465,0.489063
1523,0.585638,0.489076
1524,0.58681,0.489089
1525,0.587983,0.489101
1526,0.589155,0.489114
1527,0.590327,0.489126
1528,0.5915,0.489139
1529,0.592672,0.489151
1530,0.593845,0.489164
1531,0.595017,0.489176
1532,0.596189,0.489189
1533,0.597362,0.489201
1534,0.598534,0.489214
1535,0.599707,0.489226
1536,0.600879,0.489239
1537,0.602052,0.489251
1538,0.603224,0.489264
1539,0.604397,0.489276
1540,0.605569,0.489289
1541,0.606742,0.489301
1542,0.607914,0.489313
1543,0.609087,0.489326
1544,0.610259,0.489338
1545,0.611431,0.48935
1546,0.612604,0.489363
1547,0.613776,0.489375
1548,0.614949,0.489387
1549,0.616121,0.4894
1550,0.617294,0.489412
1551,0.618466,0.489424
1552,0.619638,0.489436
1553,0.620811,0.489449
1554,0.621983,0.489461
1555,0.623156,0.489473
1556,0.624328,0.489485
1557,0.625501,0.489497
1558,0.626673,0.48951
1559,0.627846,0.489522
1560,0.629018,0.489534
1561,0.63019,0.489546
1562,0.631363,0.489558
1563,0.632535,0.48957
1564,0.633708,0.489582
1565,0.63488,0.489594
1566,0.636053,0.489606
1567,0.637225,0.489619
1568,0.638398,0.489631
1569,0.63957,0.489643
1570,0.640743,0.489655
1571,0.641915,0.489667
1572,0.643087,0.489679
1573,0.64426,0.489691
1574,0.645432,0.489703
1575,0.646605,0.489715
1576,0.647777,0.489727
1577,0.64895,0.489738
1578,0.650122,0.48975
1579,0.651295,0.489762
1580,0.652467,0.489774
1581,0.65364,0.489786
1582,0.654812,0.489798
1583,0.655984,0.48981
1584,0.657157,0.489822
1585,0.658329,0.489833
1586,0.659502,0.489845
1587,0.660674,0.489857
1588,0.661847,0.489869
1589,0.663019,0.489881
1590,0.664192,0.489892
1591,0.665364,0.489904
1592,0.666536,0.489916
1593,0.667709,0.489928
1594,0.668881,0.489939
1595,0.670054,0.489951
1596,0.671226,0.489963
1597,0.672399,0.489974
1598,0.673571,0.489986
1599,0.674744,0.489998
1600,0.675916,0.490009
1601,0.677088,0.490021
1602,0.678261,0.490033
1603,0.679433,0.490044
1604,0.680606,0.490056
1605,0.681778,0.490068
1606,0.682951,0.490079
1607,0.684123,0.490091
1608,0.685296,0.490102
1609,0.686468,0.490114
1610,0.687641,0.490125
1611,0.688813,0.490137
1612,0.689985,0.490148
1613,0.691158,0.49016
1614,0.69233,0.490171
1615,0.693503,0.490183
1616,0.694675,0.490194
1617,0.695848,0.490206
1618,0.69702,0.490217
1619,0.698192,0.490229
1620,0.699365,0.49024
1621,0.700537,0.490251
1622,0.70171,0.490263
1623,0.702882,0.490274
1624,0.704055,0.490285
1625,0.705227,0.490297
1626,0.7064,0.490308
1627,0.707572,0.490319
1628,0.708745,0.490331
1629,0.709917,0.490342
1630,0.711089,0.490353
1631,0.712262,0.490365
1632,0.713434,0.490376
1633,0.714607,0.490387
1634,0.715779,0.490398
1635,0.716952,0.49041
1636,0.718124,0.490421
1637,0.719296,0.490432
1638,0.720469,0.490443
1639,0.721641,0.490454
1640,0.722814,0.490466
1641,0.723986,0.490477
1642,0.725159,0.490488
1643,0.726331,0.490499
1644,0.727504,0.49051
1645,0.728676,0.490521
1646,0.729849,0.490532
1647,0.731021,0.490544
1648,0.732193,0.490555
1649,0.733366,0.490566
1650,0.734538,0.490577
1651,0.735711,0.490588
1652,0.736883,0.490599
1653,0.738056,0.49061
1654,0.739228,0.490621
1655,0.740401,0.490632
1656,0.741573,0.490643
1657,0.742745,0.490654
1658,0.743918,0.490665
1659,0.74509,0.490676
1660,0.746263,0.490687
1661,0.747435,0.490698
1662,0.748608,0.490709
1663,0.74978,0.490719
1664,0.750953,0.49073
1665,0.752125,0.490741
1666,0.753298,0.490752
1667,0.75447,0.490763
1668,0.755642,0.490774
1669,0.756815,0.490785
1670,0.757987,0.490795
1671,0.75916,0.490806
1672,0.760332,0.490817
1673,0.761505,0.490828
1674,0.762677,0.490839
1675,0.76385,0.490849
1676,0.765022,0.49086
1677,0.766194,0.490871
1678,0.767367,0.490882
1679,0.768539,0.490892
1680,0.769712,0.490903
1681,0.770884,0.490914
1682,0.772057,0.490925
1683,0.773229,0.490935
1684,0.774402,0.490946
1685,0.775574,0.490957
1686,0.776747,0.490967
1687,0.777919,0.490978
1688,0.779091,0.490989
1689,0.780264,0.490999
1690,0.781436,0.49101
1691,0.782609,0.49102
1692,0.783781,0.491031
1693,0.784954,0.491042
1694,0.786126,0.491052
1695,0.787299,0.491063
1696,0.788471,0.491073
1697,0.789643,0.491084
1698,0.790816,0.491094
1699,0.791988,0.491105
1700,0.793161,0.491115
1701,0.794333,0.491126
1702,0.795506,0.491136
1703,0.796678,0.491147
1704,0.79785,0.491157
1705,0.799023,0.491168
1706,0.800195,0.491178
1707,0.801368,0.491188
1708,0.80254,0.491199
1709,0.803713,0.491209
1710,0.804885,0.49122
1711,0.806058,0.49123
1712,0.80723,0.49124
1713,0.808403,0.491251
1714,0.809575,0.491261
1715,0.810747,0.491271
1716,0.81192,0.491282
1717,0.813092,0.491292
1718,0.814265,0.491302
1719,0.815437,0.491313
1720,0.81661,0.491323
1721,0.817782,0.491333
1722,0.818955,0.491343
1723,0.820127,0.491354
1724,0.8213,0.491364
1725,0.822472,0.491374
1726,0.823644,0.491384
1727,0.824817,0.491395
1728,0.825989,0.491405
1729,0.827162,0.491415
1730,0.828334,0.491425
1731,0.829507,0.491435
1732,0.830679,0.491445
1733,0.831851,0.491456
1734,0.833024,0.491466
1735,0.834196,0.491476
1736,0.835369,0.491486
1737,0.836541,0.491496
1738,0.837714,0.491506
1739,0.838886,0.491516
1740,0.840059,0.491526
1741,0.841231,0.491536
1742,0.842404,0.491546
1743,0.843576,0.491556
1744,0.844748,0.491566
1745,0.845921,0.491576
1746,0.847093,0.491586
1747,0.848266,0.491596
1748,0.849438,0.491606
1749,0.850611,0.491616
1750,0.851783,0.491626
1751,0.852956,0.491636
1752,0.854128,0.491646
1753,0.8553,0.491656
1754,0.856473,0.491666
1755,0.857645,0.491676
1756,0.858818,0.491686
1757,0.85999,0.491696
1758,0.861163,0.491706
1759,0.862335,0.491716
1760,0.863508,0.491725
1761,0.86468,0.491735
1762,0.865853,0.491745
1763,0.867025,0.491755
1764,0.868197,0.491765
1765,0.86937,0.491775
1766,0.870542,0.491784
1767,0.871715,0.491794
1768,0.872887,0.491804
1769,0.87406,0.491814
1770,0.875232,0.491823
1771,0.876405,0.491833
1772,0.877577,0.491843
1773,0.878749,0.491853
1774,0.879922,0.491862
1775,0.881094,0.491872
1776,0.882267,0.491882
1777,0.883439,0.491892
1778,0.884612,0.491901
1779,0.885784,0.491911
1780,0.886956,0.491921
1781,0.888129,0.49193
1782,0.889302,0.49194
1783,0.890474,0.491949
1784,0.891646,0.491959
1785,0.892819,0.491969
1786,0.893991,0.491978
1787,0.895164,0.491988
1788,0.896336,0.491997
1789,0.897509,0.492007
1790,0.898681,0.492017
1791,0.899854,0.492026
1792,0.901026,0.492036
1793,0.902198,0.492045
1794,0.903371,0.492055
1795,0.904543,0.492064
1796,0.905716,0.492074
1797,0.906888,0.492083
1798,0.908061,0.492093
1799,0.909233,0.492102
1800,0.910405,0.492112
1801,0.911578,0.492121
1802,0.91275,0.49213
1803,0.913923,0.49214
1804,0.915095,0.492149
1805,0.916268,0.492159
1806,0.91744,0.492168
1807,0.918613,0.492177
1808,0.919785,0.492187
1809,0.920958,0.492196
1810,0.92213,0.492206
1811,0.923303,0.492215
1812,0.924475,0.492224
1813,0.925647,0.492234
1814,0.92682,0.492243
1815,0.927992,0.492252
1816,0.929165,0.492261
1817,0.930337,0.492271
1818,0.931509,0.49228
1819,0.932682,0.492289
1820,0.933854,0.492299
1821,0.935027,0.492308
1822,0.936199,0.492317
1823,0.937372,0.492326
1824,0.938544,0.492336
1825,0.939717,0.492345
1826,0.940889,0.492354
1827,0.942062,0.492363
1828,0.943234,0.492372
1829,0.944407,0.492382
1830,0.945579,0.492391
1831,0.946752,0.4924
1832,0.947924,0.492409
1833,0.949096,0.492418
1834,0.950269,0.492427
1835,0.951441,0.492436
1836,0.952614,0.492446
1837,0.953786,0.492455
1838,0.954958,0.492464
1839,0.956131,0.492473
1840,0.957303,0.492482
1841,0.958476,0.492491
1842,0.959648,0.4925
1843,0.960821,0.492509
1844,0.961993,0.492518
1845,0.963166,0.492527
1846,0.964338,0.492536
1847,0.965511,0.492545
1848,0.966683,0.492554
1849,0.967855,0.492563
1850,0.969028,0.492572
1851,0.970201,0.492581
1852,0.971373,0.49259
1853,0.972545,0.492599
1854,0.973718,0.492608
1855,0.97489,0.492617
1856,0.976063,0.492626
1857,0.977235,0.492635
1858,0.978407,0.492644
1859,0.97958,0.492652
1860,0.980752,0.492661
1861,0.981925,0.49267
1862,0.983097,0.492679
1863,0.98427,0.492688
1864,0.985442,0.492697
1865,0.986614,0.492706
1866,0.987787,0.492714
1867,0.98896,0.492723
1868,0.990132,0.492732
1869,0.991304,0.492741
1870,0.992477,0.49275
1871,0.993649,0.492759
1872,0.994822,0.492767
1873,0.995994,0.492776
1874,0.997167,0.492785
1875,0.998339,0.492794
1876,0.999512,0.492802
1877,1.00068,0.492811
1878,1.00186,0.49282
1879,1.00303,0.492828
1880,1.0042,0.492837
1881,1.00537,0.492846
1882,1.00655,0.492855
1883,1.00772,0.492863
1884,1.00889,0.492872
1885,1.01006,0.492881
1886,1.01124,0.492889
1887,1.01241,0.492898
1888,1.01358,0.492906
1889,1.01475,0.492915
1890,1.01593,0.492924
1891,1.0171,0.492932
1892,1.01827,0.492941
1893,1.01944,0.492949
1894,1.02062,0.492958
1895,1.02179,0.492967
1896,1.02296,0.492975
1897,1.02413,0.492984
1898,1.02531,0.492992
1899,1.02648,0.493001
1900,1.02765,0.493009
1901,1.02882,0.493018
1902,1.03,0.493026
1903,1.03117,0.493035
1904,1.03234,0.493043
1905,1.03351,0.493052
1906,1.03469,0.49306
1907,1.03586,0.493069
1908,1.03703,0.493077
1909,1.0382,0.493086
1910,1.03937,0.493094
1911,1.04055,0.493102
1912,1.04172,0.493111
1913,1.04289,0.493119
1914,1.04406,0.493128
1915,1.04524,0.493136
1916,1.04641,0.493144
1917,1.04758,0.493153
1918,1.04875,0.493161
1919,1.04993,0.49317
1920,1.0511,0.493178
1921,1.05227,0.493186
1922,1.05344,0.493195
1923,1.05462,0.493203
1924,1.05579,0.493211
1925,1.05696,0.493219
1926,1.05813,0.493228
1927,1.05931,0.493236
1928,1.06048,0.493244
1929,1.06165,0.493253
1930,1.06282,0.493261
1931,1.064,0.493269
1932,1.06517,0.493277
1933,1.06634,0.493286
1934,1.06751,0.493294
1935,1.06869,0.493302
1936,1.06986,0.49331
1937,1.07103,0.493318
1938,1.0722,0.493327
1939,1.07338,0.493335
1940,1.07455,0.493343
1941,1.07572,0.493351
1942,1.07689,0.493359
1943,1.07807,0.493367
1944,1.07924,0.493376
1945,1.08041,0.493384
1946,1.08158,0.493392
1947,1.08276,0.4934
1948,1.08393,0.493408
1949,1.0851,0.493416
1950,1.08627,0.493424
1951,1.08745,0.493432
1952,1.08862,0.49344
1953,1.08979,0.493448
1954,1.09096,0.493457
1955,1.09213,0.493465
1956,1.09331,0.493473
1957,1.09448,0.493481
1958,1.09565,0.493489
1959,1.09682,0.493497
1960,1.098,0.493505
1961,1.09917,0.493513
1962,1.10034,0.493521
1963,1.10151,0.493529
1964,1.10269,0.493537
1965,1.10386,0.493545
1966,1.10503,0.493553
1967,1.1062,0.493561
1968,1.10738,0.493568
1969,1.10855,0.493576
1970,1.10972,0.493584
1971,1.11089,0.493592
1972,1.11207,0.4936
1973,1.11324,0.493608
1974,1.11441,0.493616
1975,1.11558,0.493624
1976,1.11676,0.493632
1977,1.11793,0.49364
1978,1.1191,0.493647
1979,1.12027,0.493655
1980,1.12145,0.493663
1981,1.12262,0.493671
1982,1.12379,0.493679
1983,1.12496,0.493687
1984,1.12614,0.493694
1985,1.12731,0.493702
1986,1.12848,0.49371
1987,1.12965,0.493718
1988,1.13083,0.493726
1989,1.132,0.493733
1990,1.13317,0.493741
1991,1.13434,0.493749
1992,1.13552,0.493757
1993,1.13669,0.493764
1994,1.13786,0.493772
1995,1.13903,0.49378
1996,1.14021,0.493787
1997,1.14138,0.493795
1998,1.14255,0.493803
1999,1.14372,0.493811
2000,1.14489,0.493818
2001,1.14607,0.493826
2002,1.14724,0.493834
2003,1.14841,0.493841
2004,1.14958,0.493849
2005,1.15076,0.493857
2006,1.15193,0.493864
2007,1.1531,0.493872
2008,1.15427,0.493879
2009,1.15545,0.493887
2010,1.15662,0.493895
2011,1.15779,0.493902
2012,1.15896,0.49391
2013,1.16014,0.493917
2014,1.16131,0.493925
2015,1.16248,0.493932
2016,1.16365,0.49394
2017,1.16483,0.493948
2018,1.166,0.493955
2019,1.16717,0.493963
2020,1.16834,0.49397
2021,1.16952,0.493978
2022,1.17069,0.493985
2023,1.17186,0.493993
2024,1.17303,0.494
2025,1.17421,0.494008
2026,1.17538,0.494015
2027,1.17655,0.494023
2028,1.17772,0.49403
2029,1.1789,0.494038
2030,1.18007,0.494045
2031,1.18124,0.494052
2032,1.18241,0.49406
2033,1.18359,0.494067
2034,1.18476,0.494075
2035,1.18593,0.494082
2036,1.1871,0.494089
2037,1.18828,0.494097
2038,1.18945,0.494104
2039,1.19062,0.494112
2040,1.19179,0.494119
2041,1.19297,0.494126
2042,1.19414,0.494134
2043,1.19531,0.494141
2044,1.19648,0.494148
2045,1.19765,0.494156
2046,1.19883,0.494163
2047,1.2,0.49417
